,baserunning,batting,color,day,defense,emoji,pitching,season,team
17396,2.9375,3.25,#5c1c1c,69,2.5625,🐅,3.375,10,Tigers
17397,2.833333333,3.5,#67556b,69,2.777777778,🕵,2.7,10,Spies
17398,2.055555556,2.444444444,#d15700,69,2.166666667,🍗,3.2,10,Wild Wings
17399,4.0,3.222222222,#593037,69,3.444444444,🦀,3.375,10,Crabs
17400,2.928571429,3.5,#64376e,70,3.0,🌮,3.0,10,Tacos
17401,3.0,2.611111111,#9141ba,70,2.666666667,🚤,2.75,10,Dale
17402,2.818181818,2.818181818,#f7d1ff,70,2.681818182,🌹,2.6,10,Flowers
17403,3.0,3.333333333,#ffd4d8,70,2.388888889,📱,3.3,10,Millennials
17404,2.777777778,3.611111111,#f5feff,70,3.166666667,🗣,3.2,10,Moist Talkers
17405,2.5,3.222222222,#ffce0a,70,2.722222222,👟,3.2,10,Shoe Thieves
17406,2.777777778,2.444444444,#bf0043,70,2.277777778,✨,2.5,10,Magic
17407,2.944444444,2.944444444,#8c8d8f,70,2.388888889,🥩,2.1,10,Steaks
17408,2.944444444,2.611111111,#780018,70,2.833333333,💋,3.0,10,Lovers
17409,2.375,2.1875,#3ee652,70,3.1875,🏝,3.0,10,Fridays
17410,2.785714286,3.0,#399d8f,70,2.0,🥧,2.4,10,Pies
17411,2.777777778,3.166666667,#2b4075,70,2.111111111,🎸,1.916666667,10,Garages
17412,2.555555556,2.666666667,#6388ad,70,2.555555556,👐,2.6,10,Jazz Hands
17413,3.0625,2.9375,#fffbab,70,2.125,🌞,2.4,10,Sunbeams
17414,2.166666667,2.833333333,#8c2a3e,70,3.222222222,🔥,2.5,10,Firefighters
17415,3.222222222,2.5,#178f55,70,3.222222222,🍬,3.2,10,Breath Mints
17416,2.9375,3.25,#5c1c1c,70,2.5625,🐅,3.375,10,Tigers
17417,2.833333333,3.5,#67556b,70,2.777777778,🕵,2.7,10,Spies
17418,2.055555556,2.444444444,#d15700,70,2.166666667,🍗,3.2,10,Wild Wings
17419,4.0,3.222222222,#593037,70,3.444444444,🦀,3.375,10,Crabs
17420,2.928571429,3.5,#64376e,71,3.0,🌮,3.0,10,Tacos
17421,3.0,2.611111111,#9141ba,71,2.666666667,🚤,2.75,10,Dale
17422,2.818181818,2.818181818,#f7d1ff,71,2.681818182,🌹,2.6,10,Flowers
17423,3.0,3.333333333,#ffd4d8,71,2.388888889,📱,3.3,10,Millennials
17424,2.777777778,3.611111111,#f5feff,71,3.166666667,🗣,3.2,10,Moist Talkers
17425,2.5,3.222222222,#ffce0a,71,2.722222222,👟,3.2,10,Shoe Thieves
17426,2.777777778,2.444444444,#bf0043,71,2.277777778,✨,2.5,10,Magic
17427,2.944444444,2.944444444,#8c8d8f,71,2.388888889,🥩,2.1,10,Steaks
17428,2.944444444,2.611111111,#780018,71,2.833333333,💋,3.0,10,Lovers
17429,2.375,2.1875,#3ee652,71,3.1875,🏝,3.0,10,Fridays
17430,2.785714286,3.0,#399d8f,71,2.0,🥧,2.4,10,Pies
17431,2.777777778,3.166666667,#2b4075,71,2.111111111,🎸,1.916666667,10,Garages
17432,2.555555556,2.666666667,#6388ad,71,2.555555556,👐,2.6,10,Jazz Hands
17433,3.0625,2.9375,#fffbab,71,2.125,🌞,2.4,10,Sunbeams
17434,2.166666667,2.833333333,#8c2a3e,71,3.222222222,🔥,2.5,10,Firefighters
17435,3.222222222,2.5,#178f55,71,3.222222222,🍬,3.2,10,Breath Mints
17436,2.9375,3.25,#5c1c1c,71,2.5625,🐅,3.5,10,Tigers
17437,2.833333333,3.5,#67556b,71,2.777777778,🕵,2.7,10,Spies
17438,2.055555556,2.444444444,#d15700,71,2.166666667,🍗,3.2,10,Wild Wings
17439,4.0,3.222222222,#593037,71,3.444444444,🦀,3.375,10,Crabs
17440,2.928571429,3.5,#64376e,72,3.0,🌮,3.0,10,Tacos
17441,3.0,2.611111111,#9141ba,72,2.666666667,🚤,2.75,10,Dale
17442,2.818181818,2.818181818,#f7d1ff,72,2.681818182,🌹,2.6,10,Flowers
17443,3.0,3.333333333,#ffd4d8,72,2.388888889,📱,3.3,10,Millennials
17444,2.777777778,3.611111111,#f5feff,72,3.166666667,🗣,3.2,10,Moist Talkers
17445,2.5,3.222222222,#ffce0a,72,2.722222222,👟,3.2,10,Shoe Thieves
17446,2.777777778,2.444444444,#bf0043,72,2.277777778,✨,2.5,10,Magic
17447,2.944444444,2.944444444,#8c8d8f,72,2.388888889,🥩,2.1,10,Steaks
17448,2.944444444,2.611111111,#780018,72,2.833333333,💋,3.0,10,Lovers
17449,2.375,2.1875,#3ee652,72,3.1875,🏝,3.0,10,Fridays
17450,2.785714286,3.0,#399d8f,72,2.0,🥧,2.4,10,Pies
17451,2.777777778,3.166666667,#2b4075,72,2.111111111,🎸,1.916666667,10,Garages
17452,2.555555556,2.666666667,#6388ad,72,2.555555556,👐,2.6,10,Jazz Hands
17453,3.0625,2.9375,#fffbab,72,2.125,🌞,2.4,10,Sunbeams
17454,2.166666667,2.833333333,#8c2a3e,72,3.222222222,🔥,2.5,10,Firefighters
17455,3.222222222,2.5,#178f55,72,3.222222222,🍬,3.2,10,Breath Mints
17456,2.9375,3.25,#5c1c1c,72,2.5625,🐅,3.5,10,Tigers
17457,2.833333333,3.5,#67556b,72,2.777777778,🕵,2.7,10,Spies
17458,2.055555556,2.444444444,#d15700,72,2.166666667,🍗,3.2,10,Wild Wings
17459,4.0,3.222222222,#593037,72,3.444444444,🦀,3.375,10,Crabs
17460,2.928571429,3.5,#64376e,73,3.0,🌮,3.0,10,Tacos
17461,3.0,2.611111111,#9141ba,73,2.666666667,🚤,2.75,10,Dale
17462,2.818181818,2.818181818,#f7d1ff,73,2.681818182,🌹,2.6,10,Flowers
17463,3.0,3.333333333,#ffd4d8,73,2.388888889,📱,3.3,10,Millennials
17464,2.777777778,3.611111111,#f5feff,73,3.166666667,🗣,3.2,10,Moist Talkers
17465,2.5,3.222222222,#ffce0a,73,2.722222222,👟,3.2,10,Shoe Thieves
17466,2.777777778,2.444444444,#bf0043,73,2.277777778,✨,2.5,10,Magic
17467,2.944444444,2.944444444,#8c8d8f,73,2.388888889,🥩,2.1,10,Steaks
17468,2.944444444,2.611111111,#780018,73,2.833333333,💋,3.0,10,Lovers
17469,2.375,2.1875,#3ee652,73,3.1875,🏝,3.0,10,Fridays
17470,2.785714286,3.0,#399d8f,73,2.0,🥧,2.4,10,Pies
17471,2.777777778,3.166666667,#2b4075,73,2.111111111,🎸,1.916666667,10,Garages
17472,2.555555556,2.666666667,#6388ad,73,2.555555556,👐,2.6,10,Jazz Hands
17473,3.0625,2.9375,#fffbab,73,2.125,🌞,2.4,10,Sunbeams
17474,2.222222222,2.833333333,#8c2a3e,73,3.222222222,🔥,2.5,10,Firefighters
17475,3.222222222,2.5,#178f55,73,3.222222222,🍬,3.2,10,Breath Mints
17476,2.9375,3.25,#5c1c1c,73,2.4375,🐅,3.5,10,Tigers
17477,2.833333333,3.5,#67556b,73,2.777777778,🕵,2.7,10,Spies
17478,2.055555556,2.444444444,#d15700,73,2.166666667,🍗,3.2,10,Wild Wings
17479,4.0,3.222222222,#593037,73,3.444444444,🦀,3.375,10,Crabs
17480,2.928571429,3.5,#64376e,74,3.0,🌮,3.0,10,Tacos
17481,3.0,2.611111111,#9141ba,74,2.666666667,🚤,2.75,10,Dale
17482,2.818181818,2.818181818,#f7d1ff,74,2.681818182,🌹,2.6,10,Flowers
17483,3.0,3.333333333,#ffd4d8,74,2.388888889,📱,3.3,10,Millennials
17484,2.777777778,3.611111111,#f5feff,74,3.166666667,🗣,3.2,10,Moist Talkers
17485,2.5,3.222222222,#ffce0a,74,2.722222222,👟,3.2,10,Shoe Thieves
17486,2.777777778,2.444444444,#bf0043,74,2.277777778,✨,2.5,10,Magic
17487,2.944444444,2.944444444,#8c8d8f,74,2.388888889,🥩,2.1,10,Steaks
17488,2.944444444,2.611111111,#780018,74,2.722222222,💋,3.0,10,Lovers
17489,2.375,2.1875,#3ee652,74,3.1875,🏝,3.0,10,Fridays
17490,2.785714286,3.0,#399d8f,74,2.0,🥧,2.4,10,Pies
17491,2.777777778,3.166666667,#2b4075,74,2.111111111,🎸,1.916666667,10,Garages
17492,2.555555556,2.666666667,#6388ad,74,2.555555556,👐,2.6,10,Jazz Hands
17493,3.0625,2.9375,#fffbab,74,2.125,🌞,2.4,10,Sunbeams
17494,2.222222222,2.833333333,#8c2a3e,74,3.222222222,🔥,2.5,10,Firefighters
17495,3.222222222,2.5,#178f55,74,3.222222222,🍬,3.2,10,Breath Mints
17496,2.9375,3.25,#5c1c1c,74,2.4375,🐅,3.5,10,Tigers
17497,2.833333333,3.5,#67556b,74,2.777777778,🕵,2.7,10,Spies
17498,2.055555556,2.444444444,#d15700,74,2.166666667,🍗,3.2,10,Wild Wings
17499,4.0,3.222222222,#593037,74,3.444444444,🦀,3.375,10,Crabs
17500,2.928571429,3.5,#64376e,75,3.0,🌮,3.0,10,Tacos
17501,3.0,2.611111111,#9141ba,75,2.666666667,🚤,2.75,10,Dale
17502,2.818181818,2.863636364,#f7d1ff,75,2.727272727,🌹,2.6,10,Flowers
17503,3.0,3.333333333,#ffd4d8,75,2.388888889,📱,3.3,10,Millennials
17504,2.777777778,3.611111111,#f5feff,75,3.166666667,🗣,3.2,10,Moist Talkers
17505,2.5,3.222222222,#ffce0a,75,2.722222222,👟,3.2,10,Shoe Thieves
17506,2.777777778,2.444444444,#bf0043,75,2.277777778,✨,2.5,10,Magic
17507,2.944444444,2.944444444,#8c8d8f,75,2.388888889,🥩,2.1,10,Steaks
17508,2.944444444,2.611111111,#780018,75,2.722222222,💋,3.0,10,Lovers
17509,2.375,2.1875,#3ee652,75,3.1875,🏝,3.0,10,Fridays
17510,2.785714286,3.0,#399d8f,75,2.0,🥧,2.4,10,Pies
17511,2.777777778,3.166666667,#2b4075,75,2.111111111,🎸,1.916666667,10,Garages
17512,2.555555556,2.666666667,#6388ad,75,2.555555556,👐,2.6,10,Jazz Hands
17513,3.0625,2.9375,#fffbab,75,2.125,🌞,2.4,10,Sunbeams
17514,2.222222222,2.833333333,#8c2a3e,75,3.222222222,🔥,2.5,10,Firefighters
17515,3.222222222,2.5,#178f55,75,3.222222222,🍬,3.2,10,Breath Mints
17516,2.9375,3.25,#5c1c1c,75,2.4375,🐅,3.5,10,Tigers
17517,2.833333333,3.444444444,#67556b,75,2.722222222,🕵,2.7,10,Spies
17518,2.055555556,2.444444444,#d15700,75,2.166666667,🍗,3.2,10,Wild Wings
17519,4.0,3.222222222,#593037,75,3.444444444,🦀,3.375,10,Crabs
17520,2.928571429,3.5,#64376e,76,3.0,🌮,3.0,10,Tacos
17521,3.0,2.611111111,#9141ba,76,2.666666667,🚤,2.75,10,Dale
17522,2.818181818,2.863636364,#f7d1ff,76,2.727272727,🌹,2.6,10,Flowers
17523,3.0,3.333333333,#ffd4d8,76,2.388888889,📱,3.3,10,Millennials
17524,2.777777778,3.611111111,#f5feff,76,3.166666667,🗣,3.2,10,Moist Talkers
17525,2.5,3.222222222,#ffce0a,76,2.555555556,👟,3.2,10,Shoe Thieves
17526,2.777777778,2.444444444,#bf0043,76,2.277777778,✨,2.5,10,Magic
17527,2.944444444,2.944444444,#8c8d8f,76,2.388888889,🥩,2.1,10,Steaks
17528,2.944444444,2.611111111,#780018,76,2.722222222,💋,3.0,10,Lovers
17529,2.375,2.1875,#3ee652,76,3.1875,🏝,3.0,10,Fridays
17530,2.785714286,3.0,#399d8f,76,2.0,🥧,2.4,10,Pies
17531,2.777777778,3.166666667,#2b4075,76,2.111111111,🎸,1.916666667,10,Garages
17532,2.555555556,2.666666667,#6388ad,76,2.555555556,👐,2.6,10,Jazz Hands
17533,3.0625,2.9375,#fffbab,76,2.125,🌞,2.4,10,Sunbeams
17534,2.222222222,2.833333333,#8c2a3e,76,3.222222222,🔥,2.5,10,Firefighters
17535,3.222222222,2.5,#178f55,76,3.222222222,🍬,3.2,10,Breath Mints
17536,2.9375,3.25,#5c1c1c,76,2.4375,🐅,3.5,10,Tigers
17537,2.833333333,3.444444444,#67556b,76,2.722222222,🕵,2.7,10,Spies
17538,2.055555556,2.444444444,#d15700,76,2.166666667,🍗,3.2,10,Wild Wings
17539,4.0,3.222222222,#593037,76,3.444444444,🦀,3.375,10,Crabs
17540,2.928571429,3.5,#64376e,77,3.0,🌮,3.0,10,Tacos
17541,3.0,2.611111111,#9141ba,77,2.666666667,🚤,2.75,10,Dale
17542,2.818181818,2.863636364,#f7d1ff,77,2.727272727,🌹,2.6,10,Flowers
17543,3.0,3.333333333,#ffd4d8,77,2.388888889,📱,3.3,10,Millennials
17544,2.777777778,3.611111111,#f5feff,77,3.166666667,🗣,3.2,10,Moist Talkers
17545,2.5,3.222222222,#ffce0a,77,2.555555556,👟,3.2,10,Shoe Thieves
17546,2.777777778,2.444444444,#bf0043,77,2.277777778,✨,2.5,10,Magic
17547,2.944444444,2.944444444,#8c8d8f,77,2.388888889,🥩,2.1,10,Steaks
17548,2.944444444,2.611111111,#780018,77,2.722222222,💋,3.0,10,Lovers
17549,2.375,2.1875,#3ee652,77,3.1875,🏝,3.0,10,Fridays
17550,2.785714286,3.0,#399d8f,77,2.0,🥧,2.4,10,Pies
17551,2.777777778,3.166666667,#2b4075,77,2.111111111,🎸,1.916666667,10,Garages
17552,2.555555556,2.666666667,#6388ad,77,2.555555556,👐,2.6,10,Jazz Hands
17553,3.0625,2.9375,#fffbab,77,2.125,🌞,2.4,10,Sunbeams
17554,2.222222222,2.833333333,#8c2a3e,77,3.222222222,🔥,2.5,10,Firefighters
17555,3.222222222,2.5,#178f55,77,3.222222222,🍬,3.2,10,Breath Mints
17556,2.9375,3.25,#5c1c1c,77,2.4375,🐅,3.5,10,Tigers
17557,2.833333333,3.444444444,#67556b,77,2.666666667,🕵,2.7,10,Spies
17558,2.055555556,2.444444444,#d15700,77,2.166666667,🍗,3.2,10,Wild Wings
17559,4.0,3.222222222,#593037,77,3.444444444,🦀,3.375,10,Crabs
17560,2.928571429,3.5,#64376e,78,3.0,🌮,3.0,10,Tacos
17561,3.0,2.611111111,#9141ba,78,2.666666667,🚤,2.75,10,Dale
17562,2.818181818,2.863636364,#f7d1ff,78,2.727272727,🌹,2.6,10,Flowers
17563,3.0,3.333333333,#ffd4d8,78,2.388888889,📱,3.3,10,Millennials
17564,2.777777778,3.611111111,#f5feff,78,3.166666667,🗣,3.2,10,Moist Talkers
17565,2.5,3.222222222,#ffce0a,78,2.555555556,👟,3.2,10,Shoe Thieves
17566,2.777777778,2.444444444,#bf0043,78,2.277777778,✨,2.5,10,Magic
17567,2.944444444,2.944444444,#8c8d8f,78,2.388888889,🥩,2.1,10,Steaks
17568,2.944444444,2.611111111,#780018,78,2.722222222,💋,3.0,10,Lovers
17569,2.375,2.1875,#3ee652,78,3.1875,🏝,3.0,10,Fridays
17570,2.785714286,3.0,#399d8f,78,2.0,🥧,2.4,10,Pies
17571,2.777777778,3.166666667,#2b4075,78,2.111111111,🎸,1.916666667,10,Garages
17572,2.555555556,2.666666667,#6388ad,78,2.555555556,👐,2.6,10,Jazz Hands
17573,3.0625,2.9375,#fffbab,78,2.125,🌞,2.4,10,Sunbeams
17574,2.222222222,2.833333333,#8c2a3e,78,3.222222222,🔥,2.5,10,Firefighters
17575,3.222222222,2.5,#178f55,78,3.222222222,🍬,3.2,10,Breath Mints
17576,2.9375,3.25,#5c1c1c,78,2.4375,🐅,3.5,10,Tigers
17577,2.833333333,3.444444444,#67556b,78,2.666666667,🕵,2.7,10,Spies
17578,2.055555556,2.444444444,#d15700,78,2.166666667,🍗,3.2,10,Wild Wings
17579,4.0,3.222222222,#593037,78,3.444444444,🦀,3.375,10,Crabs
17580,2.928571429,3.5,#64376e,79,3.0,🌮,3.0,10,Tacos
17581,3.0,2.611111111,#9141ba,79,2.666666667,🚤,2.75,10,Dale
17582,2.818181818,2.863636364,#f7d1ff,79,2.727272727,🌹,2.6,10,Flowers
17583,3.0,3.333333333,#ffd4d8,79,2.388888889,📱,3.3,10,Millennials
17584,2.777777778,3.611111111,#f5feff,79,3.166666667,🗣,3.2,10,Moist Talkers
17585,2.5,3.222222222,#ffce0a,79,2.5,👟,3.2,10,Shoe Thieves
17586,2.777777778,2.444444444,#bf0043,79,2.277777778,✨,2.5,10,Magic
17587,2.944444444,2.944444444,#8c8d8f,79,2.444444444,🥩,2.1,10,Steaks
17588,2.944444444,2.611111111,#780018,79,2.722222222,💋,3.0,10,Lovers
17589,2.375,2.1875,#3ee652,79,3.1875,🏝,3.0,10,Fridays
17590,2.785714286,3.0,#399d8f,79,2.0,🥧,2.4,10,Pies
17591,2.777777778,3.166666667,#2b4075,79,2.111111111,🎸,1.916666667,10,Garages
17592,2.555555556,2.666666667,#6388ad,79,2.555555556,👐,2.6,10,Jazz Hands
17593,3.0625,2.9375,#fffbab,79,2.125,🌞,2.4,10,Sunbeams
17594,2.222222222,2.833333333,#8c2a3e,79,3.222222222,🔥,2.5,10,Firefighters
17595,3.222222222,2.5,#178f55,79,3.222222222,🍬,3.2,10,Breath Mints
17596,2.9375,3.25,#5c1c1c,79,2.4375,🐅,3.5,10,Tigers
17597,2.833333333,3.444444444,#67556b,79,2.666666667,🕵,2.7,10,Spies
17598,2.055555556,2.444444444,#d15700,79,2.166666667,🍗,3.2,10,Wild Wings
17599,4.0,3.222222222,#593037,79,3.444444444,🦀,3.375,10,Crabs
17600,2.928571429,3.5,#64376e,80,3.0,🌮,3.0,10,Tacos
17601,3.0,2.611111111,#9141ba,80,2.666666667,🚤,2.75,10,Dale
17602,2.818181818,2.863636364,#f7d1ff,80,2.727272727,🌹,2.6,10,Flowers
17603,3.0,3.333333333,#ffd4d8,80,2.388888889,📱,3.3,10,Millennials
17604,2.777777778,3.611111111,#f5feff,80,3.166666667,🗣,3.2,10,Moist Talkers
17605,2.5,3.222222222,#ffce0a,80,2.5,👟,3.2,10,Shoe Thieves
17606,2.777777778,2.444444444,#bf0043,80,2.277777778,✨,2.5,10,Magic
17607,2.944444444,2.944444444,#8c8d8f,80,2.444444444,🥩,2.1,10,Steaks
17608,2.944444444,2.611111111,#780018,80,2.722222222,💋,3.0,10,Lovers
17609,2.375,2.1875,#3ee652,80,3.1875,🏝,3.0,10,Fridays
17610,2.785714286,3.0,#399d8f,80,2.0,🥧,2.4,10,Pies
17611,2.777777778,3.166666667,#2b4075,80,2.111111111,🎸,1.916666667,10,Garages
17612,2.555555556,2.666666667,#6388ad,80,2.555555556,👐,2.6,10,Jazz Hands
17613,3.0625,2.9375,#fffbab,80,2.0,🌞,2.4,10,Sunbeams
17614,2.222222222,2.833333333,#8c2a3e,80,3.222222222,🔥,2.5,10,Firefighters
17615,3.222222222,2.5,#178f55,80,3.222222222,🍬,3.2,10,Breath Mints
17616,2.9375,3.25,#5c1c1c,80,2.4375,🐅,3.5,10,Tigers
17617,2.833333333,3.444444444,#67556b,80,2.666666667,🕵,2.7,10,Spies
17618,2.055555556,2.444444444,#d15700,80,2.166666667,🍗,3.2,10,Wild Wings
17619,4.0,3.222222222,#593037,80,3.444444444,🦀,3.375,10,Crabs
17620,2.928571429,3.5,#64376e,81,3.0,🌮,3.0,10,Tacos
17621,3.0,2.611111111,#9141ba,81,2.666666667,🚤,2.75,10,Dale
17622,2.818181818,2.863636364,#f7d1ff,81,2.727272727,🌹,2.6,10,Flowers
17623,3.0,3.333333333,#ffd4d8,81,2.388888889,📱,3.3,10,Millennials
17624,2.777777778,3.611111111,#f5feff,81,3.166666667,🗣,3.2,10,Moist Talkers
17625,2.5,3.222222222,#ffce0a,81,2.5,👟,3.2,10,Shoe Thieves
17626,2.777777778,2.444444444,#bf0043,81,2.277777778,✨,2.5,10,Magic
17627,2.944444444,2.944444444,#8c8d8f,81,2.444444444,🥩,2.1,10,Steaks
17628,2.944444444,2.611111111,#780018,81,2.722222222,💋,3.0,10,Lovers
17629,2.375,2.1875,#3ee652,81,3.1875,🏝,3.0,10,Fridays
17630,2.785714286,3.0,#399d8f,81,2.0,🥧,2.4,10,Pies
17631,2.777777778,3.166666667,#2b4075,81,2.111111111,🎸,1.916666667,10,Garages
17632,2.555555556,2.666666667,#6388ad,81,2.555555556,👐,2.6,10,Jazz Hands
17633,3.0625,2.9375,#fffbab,81,2.0,🌞,2.4,10,Sunbeams
17634,2.222222222,2.833333333,#8c2a3e,81,3.222222222,🔥,2.5,10,Firefighters
17635,3.222222222,2.5,#178f55,81,3.222222222,🍬,3.2,10,Breath Mints
17636,2.9375,3.25,#5c1c1c,81,2.4375,🐅,3.5,10,Tigers
17637,2.833333333,3.444444444,#67556b,81,2.666666667,🕵,2.7,10,Spies
17638,2.055555556,2.444444444,#d15700,81,2.166666667,🍗,3.2,10,Wild Wings
17639,4.0,3.222222222,#593037,81,3.444444444,🦀,3.375,10,Crabs
17640,2.928571429,3.5,#64376e,82,3.0,🌮,3.0,10,Tacos
17641,3.0,2.611111111,#9141ba,82,2.666666667,🚤,2.75,10,Dale
17642,2.818181818,2.863636364,#f7d1ff,82,2.727272727,🌹,2.6,10,Flowers
17643,3.0,3.333333333,#ffd4d8,82,2.222222222,📱,3.3,10,Millennials
17644,2.777777778,3.611111111,#f5feff,82,3.166666667,🗣,3.2,10,Moist Talkers
17645,2.5,3.222222222,#ffce0a,82,2.5,👟,3.2,10,Shoe Thieves
17646,2.777777778,2.444444444,#bf0043,82,2.277777778,✨,2.5,10,Magic
17647,2.944444444,2.944444444,#8c8d8f,82,2.444444444,🥩,2.1,10,Steaks
17648,2.944444444,2.611111111,#780018,82,2.722222222,💋,3.0,10,Lovers
17649,2.375,2.1875,#3ee652,82,3.1875,🏝,3.0,10,Fridays
17650,2.785714286,3.0,#399d8f,82,2.0,🥧,2.4,10,Pies
17651,2.777777778,3.166666667,#2b4075,82,2.111111111,🎸,1.916666667,10,Garages
17652,2.555555556,2.666666667,#6388ad,82,2.555555556,👐,2.6,10,Jazz Hands
17653,3.0625,2.9375,#fffbab,82,2.0,🌞,2.4,10,Sunbeams
17654,2.222222222,2.833333333,#8c2a3e,82,3.222222222,🔥,2.5,10,Firefighters
17655,3.222222222,2.5,#178f55,82,3.222222222,🍬,3.2,10,Breath Mints
17656,2.9375,3.25,#5c1c1c,82,2.4375,🐅,3.5,10,Tigers
17657,2.833333333,3.444444444,#67556b,82,2.666666667,🕵,2.7,10,Spies
17658,2.055555556,2.444444444,#d15700,82,2.166666667,🍗,3.2,10,Wild Wings
17659,4.0,3.222222222,#593037,82,3.388888889,🦀,3.375,10,Crabs
17660,2.928571429,3.5,#64376e,83,3.0,🌮,3.0,10,Tacos
17661,3.0,2.611111111,#9141ba,83,2.666666667,🚤,2.75,10,Dale
17662,2.818181818,2.863636364,#f7d1ff,83,2.727272727,🌹,2.6,10,Flowers
17663,3.0,3.333333333,#ffd4d8,83,2.222222222,📱,3.3,10,Millennials
17664,2.777777778,3.611111111,#f5feff,83,3.166666667,🗣,3.2,10,Moist Talkers
17665,2.5,3.222222222,#ffce0a,83,2.5,👟,3.2,10,Shoe Thieves
17666,2.777777778,2.444444444,#bf0043,83,2.277777778,✨,2.5,10,Magic
17667,2.944444444,2.944444444,#8c8d8f,83,2.444444444,🥩,2.1,10,Steaks
17668,2.944444444,2.611111111,#780018,83,2.722222222,💋,3.0,10,Lovers
17669,2.375,2.1875,#3ee652,83,3.1875,🏝,3.1,10,Fridays
17670,2.785714286,3.0,#399d8f,83,2.0,🥧,2.4,10,Pies
17671,2.777777778,3.166666667,#2b4075,83,2.111111111,🎸,1.916666667,10,Garages
17672,2.555555556,2.666666667,#6388ad,83,2.555555556,👐,2.6,10,Jazz Hands
17673,3.125,3.0,#fffbab,83,2.125,🌞,2.4,10,Sunbeams
17674,2.222222222,2.833333333,#8c2a3e,83,3.222222222,🔥,2.5,10,Firefighters
17675,3.222222222,2.5,#178f55,83,3.222222222,🍬,3.2,10,Breath Mints
17676,2.9375,3.25,#5c1c1c,83,2.4375,🐅,3.5,10,Tigers
17677,2.833333333,3.444444444,#67556b,83,2.611111111,🕵,2.7,10,Spies
17678,2.055555556,2.444444444,#d15700,83,2.166666667,🍗,3.2,10,Wild Wings
17679,4.0,3.222222222,#593037,83,3.388888889,🦀,3.375,10,Crabs
17680,2.928571429,3.5,#64376e,84,2.928571429,🌮,3.0,10,Tacos
17681,3.0,2.611111111,#9141ba,84,2.666666667,🚤,2.75,10,Dale
17682,2.818181818,2.863636364,#f7d1ff,84,2.681818182,🌹,2.6,10,Flowers
17683,3.0,3.333333333,#ffd4d8,84,2.222222222,📱,3.3,10,Millennials
17684,2.777777778,3.611111111,#f5feff,84,3.166666667,🗣,3.2,10,Moist Talkers
17685,2.5,3.222222222,#ffce0a,84,2.5,👟,3.2,10,Shoe Thieves
17686,2.777777778,2.444444444,#bf0043,84,2.277777778,✨,2.6,10,Magic
17687,2.944444444,2.944444444,#8c8d8f,84,2.444444444,🥩,2.1,10,Steaks
17688,2.944444444,2.611111111,#780018,84,2.722222222,💋,3.0,10,Lovers
17689,2.375,2.1875,#3ee652,84,3.1875,🏝,3.1,10,Fridays
17690,2.785714286,3.0,#399d8f,84,2.0,🥧,2.4,10,Pies
17691,2.777777778,3.166666667,#2b4075,84,2.111111111,🎸,1.916666667,10,Garages
17692,2.555555556,2.666666667,#6388ad,84,2.555555556,👐,2.6,10,Jazz Hands
17693,3.125,3.0625,#fffbab,84,2.125,🌞,2.4,10,Sunbeams
17694,2.222222222,2.833333333,#8c2a3e,84,3.222222222,🔥,2.5,10,Firefighters
17695,3.222222222,2.5,#178f55,84,3.222222222,🍬,3.2,10,Breath Mints
17696,2.9375,3.25,#5c1c1c,84,2.4375,🐅,3.5,10,Tigers
17697,2.777777778,3.333333333,#67556b,84,2.611111111,🕵,2.7,10,Spies
17698,2.055555556,2.444444444,#d15700,84,2.166666667,🍗,3.2,10,Wild Wings
17699,4.0,3.222222222,#593037,84,3.388888889,🦀,3.375,10,Crabs
17700,2.928571429,3.5,#64376e,85,2.928571429,🌮,3.0,10,Tacos
17701,3.0,2.611111111,#9141ba,85,2.666666667,🚤,2.75,10,Dale
17702,2.818181818,2.863636364,#f7d1ff,85,2.681818182,🌹,2.6,10,Flowers
17703,3.0,3.333333333,#ffd4d8,85,2.222222222,📱,3.3,10,Millennials
17704,2.777777778,3.611111111,#f5feff,85,3.166666667,🗣,3.2,10,Moist Talkers
17705,2.5,3.222222222,#ffce0a,85,2.5,👟,3.2,10,Shoe Thieves
17706,2.777777778,2.444444444,#bf0043,85,2.277777778,✨,2.6,10,Magic
17707,2.944444444,2.944444444,#8c8d8f,85,2.444444444,🥩,2.1,10,Steaks
17708,2.944444444,2.611111111,#780018,85,2.722222222,💋,3.0,10,Lovers
17709,2.375,2.1875,#3ee652,85,3.1875,🏝,3.1,10,Fridays
17710,2.785714286,3.0,#399d8f,85,2.0,🥧,2.4,10,Pies
17711,2.777777778,3.166666667,#2b4075,85,2.055555556,🎸,1.916666667,10,Garages
17712,2.555555556,2.666666667,#6388ad,85,2.555555556,👐,2.6,10,Jazz Hands
17713,3.1875,3.0625,#fffbab,85,2.125,🌞,2.4,10,Sunbeams
17714,2.222222222,2.833333333,#8c2a3e,85,3.222222222,🔥,2.5,10,Firefighters
17715,3.222222222,2.5,#178f55,85,3.222222222,🍬,3.2,10,Breath Mints
17716,2.9375,3.25,#5c1c1c,85,2.5,🐅,3.5,10,Tigers
17717,2.777777778,3.333333333,#67556b,85,2.611111111,🕵,2.7,10,Spies
17718,2.055555556,2.444444444,#d15700,85,2.166666667,🍗,3.2,10,Wild Wings
17719,4.0,3.222222222,#593037,85,3.388888889,🦀,3.375,10,Crabs
